4448, 1654, 1193, 954, 1908, 1911, 2430, 2246, 2688, 2775, 6917, 5610, 11205, 7235, 7109, 8292
3366, 1516, 3072, 2957, 2417, 7314, 6213, 28519, 47287, 47707, 220525, 32989, 248116, 677418, 759142, 975888

